Product Name;Product Category;Product Sub-Category;Product Container;Product Base Margin
Adams Phone Message Book. Professional. 400 Message Capacity. 5 3/6 x 11;Office Supplies;Paper;Wrap Bag;0.38
Lexmark Z54se Color Inkjet Printer;Technology;Office Machines;Jumbo Drum;0.36
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);Office Supplies;Paper;Small Box;0.36
Newell 310;Office Supplies;Pens & Art Supplies;Wrap Bag;0.56
Sauder Camden County Collection Libraries. Planked Cherry Finish;Furniture;Bookcases;Jumbo Box;0.76
Brother DCP1000 Digital 3 in 1 Multifunction Machine;Technology;Copiers and Fax;Large Box;0.5
Dana Halogen Swing-Arm Architect Lamp;Furniture;Office Furnishings;Large Box;0.57
Polycom Soundstation EX Audio-Conferencing Telephone. Black;Technology;Office Machines;Medium Box;0.36
Global Ergonomic Managers Chair;Furniture;Chairs & Chairmats;Jumbo Drum;0.59
Recycled Interoffice Envelopes with String and Button Closure. 10 x 13;Office Supplies;Envelopes;Small Box;0.35
Lexmark Z54se Color Inkjet Printer;Technology;Office Machines;Jumbo Drum;0.36
Xerox 1895;Office Supplies;Paper;Small Box;0.4
Prang Colored Pencils;Office Supplies;Pens & Art Supplies;Wrap Bag;0.4
Accessory31;Technology;Telephones and Communication;Small Pack;0.35
PC Concepts 116 Key Quantum 3000 Keyboard;Technology;Computer Peripherals;Small Box;0.75
Xerox 1895;Office Supplies;Paper;Small Box;0.4
Talkabout T8367;Technology;Telephones and Communication;Small Box;0.56
Array Memo Cubes;Office Supplies;Paper;Wrap Bag;0.36
V70;Technology;Telephones and Communication;Small Box;0.59
Project Tote Personal File;Office Supplies;Storage & Organization;Small Box;0.56
Bell Sonecor JB700 Caller ID;Technology;Telephones and Communication;Medium Box;0.6
1726 Digital Answering Machine;Technology;Telephones and Communication;Medium Box;0.58
Staples Bulldog Clip;Office Supplies;Rubber Bands;Wrap Bag;0.39
GE 4 Foot Flourescent Tube. 40 Watt;Furniture;Office Furnishings;Small Pack;0.39
Xerox 1894;Office Supplies;Paper;Small Box;0.37
Tyvek  Top-Opening Peel & Seel  Envelopes. Gray;Office Supplies;Envelopes;Small Box;0.4
Avery Flip-Chart Easel Binder. Black;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Storex Dura Pro Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Newell 31;Office Supplies;Pens & Art Supplies;Wrap Bag;0.57
Epson DFX-8500 Dot Matrix Printer;Technology;Office Machines;Jumbo Drum;0.57
"Executive Impressions 14"" Two-Color Numerals Wall Clock";Furniture;Office Furnishings;Small Pack;0.44
Global Commerce Series High-Back Swivel/Tilt Chairs;Furniture;Chairs & Chairmats;Jumbo Drum;0.6
Xerox 1919;Office Supplies;Paper;Small Box;0.36
Lesro Sheffield Collection Coffee Table. End Table. Center Table. Corner Table;Furniture;Tables;Large Box;0.68
Ibico Recycled Linen-Style Covers;Office Supplies;Binders and Binder Accessories;Small Box;0.37
Okidata ML390 Turbo Dot Matrix Printers;Technology;Office Machines;Jumbo Drum;0.56
Avoid Verbal Orders Carbonless Minifold Book;Office Supplies;Paper;Wrap Bag;0.39
Carina Double Wide Media Storage Towers in Natural & Black;Office Supplies;Storage & Organization;Large Box;0.81
8290;Technology;Telephones and Communication;Small Box;0.6
Fiskars Softgrip Scissors;Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.57
Xerox 20;Office Supplies;Paper;Small Box;0.37
Microsoft Multimedia Keyboard;Technology;Computer Peripherals;Small Box;0.74
Timeport L7089;Technology;Telephones and Communication;Small Box;0.58
Xerox 1940;Office Supplies;Paper;Small Box;0.36
Hon Multipurpose Stacking Arm Chairs;Furniture;Chairs & Chairmats;Jumbo Drum;0.59
Rogers Profile Extra Capacity Storage Tub;Office Supplies;Storage & Organization;Small Box;0.81
Holmes Odor Grabber;Office Supplies;Appliances;Medium Box;0.52
Xerox 1903;Office Supplies;Paper;Small Box;0.36
Talkabout T8367;Technology;Telephones and Communication;Small Box;0.56
Hon Comfortask Task/Swivel Chairs;Furniture;Chairs & Chairmats;Jumbo Drum;0.69
Xerox 217;Office Supplies;Paper;Small Box;0.37
"Imation 3.5"". RTS 247544 3M 3.5 DSDD. 10/Pack";Technology;Computer Peripherals;Small Pack;0.61
Global Troy Executive Leather Low-Back Tilter;Furniture;Chairs & Chairmats;Jumbo Drum;0.6
KI Conference Tables;Furniture;Tables;Jumbo Box;0.72
IBM 80 Minute CD-R Spindle. 50/Pack;Technology;Computer Peripherals;Small Pack;0.48
Xerox 1939;Office Supplies;Paper;Small Box;0.37
Xerox 1904;Office Supplies;Paper;Small Box;0.36
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles. 3 7/8"" Cut. 8""L";Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.56
"GBC Twin Loop Wire Binding Elements. 9/16"" Spine. Black";Office Supplies;Binders and Binder Accessories;Small Box;0.36
#10 Self-Seal White Envelopes;Office Supplies;Envelopes;Small Box;0.36
Xerox 188;Office Supplies;Paper;Small Box;0.36
O'Sullivan Manor Hill 2-Door Library in Brianna Oak;Furniture;Bookcases;Jumbo Box;0.74
Master Caster Door Stop. Brown;Furniture;Office Furnishings;Wrap Bag;0.51
Eldon Gobal File Keepers;Office Supplies;Storage & Organization;Small Box;0.81
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;Office Supplies;Appliances;Jumbo Drum;0.59
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;Furniture;Chairs & Chairmats;Jumbo Drum;0.69
GBC Laser Imprintable Binding System Covers. Desert Sand;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;Office Supplies;Appliances;Small Box;0.59
StarTAC 8000;Technology;Telephones and Communication;Small Box;0.6
TimeportP7382;Technology;Telephones and Communication;Small Box;0.56
Xerox 1928;Office Supplies;Paper;Small Box;0.4
Acco Hot Clips Clips to Go;Office Supplies;Rubber Bands;Wrap Bag;0.4
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";Furniture;Tables;Jumbo Box;0.8
Lock-Up Easel 'Spel-Binder';Office Supplies;Binders and Binder Accessories;Small Box;0.38
Staples 6 Outlet Surge;Office Supplies;Appliances;Small Box;0.58
T65;Technology;Telephones and Communication;Small Box;0.56
Microsoft Natural Multimedia Keyboard;Technology;Computer Peripherals;Small Box;0.73
Lock-Up Easel 'Spel-Binder';Office Supplies;Binders and Binder Accessories;Small Box;0.38
Canon BP1200DH 12-Digit Bubble Jet Printing Calculator;Technology;Office Machines;Medium Box;0.36
Bevis Round Conference Table Top & Single Column Base;Furniture;Tables;Jumbo Box;0.65
Avery 501;Office Supplies;Labels;Small Box;0.38
Hon Comfortask Task/Swivel Chairs;Furniture;Chairs & Chairmats;Jumbo Drum;0.69
6120;Technology;Telephones and Communication;Small Box;0.58
LX 788;Technology;Telephones and Communication;Small Box;0.58
Portfile Personal File Boxes;Office Supplies;Storage & Organization;Small Box;0.59
"Tennsco Stur-D-Stor Boltless Shelving. 5 Shelves. 24"" Deep. Sand";Office Supplies;Storage & Organization;Large Box;0.84
Quality Park Security Envelopes;Office Supplies;Envelopes;Small Box;0.38
Global Leather and Oak Executive Chair. Black;Furniture;Chairs & Chairmats;Jumbo Drum;0.56
Newell 343;Office Supplies;Pens & Art Supplies;Wrap Bag;0.58
"Black Print Carbonless Snap-Off Rapid Letter. 8 1/2"" x 7""";Office Supplies;Paper;Wrap Bag;0.4
Nu-Dell Executive Frame;Furniture;Office Furnishings;Small Pack;0.48
Vinyl Sectional Post Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.35
Southworth 25% Cotton Premium Laser Paper and Envelopes;Office Supplies;Paper;Small Box;0.37
Staples Battery-Operated Desktop Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.6
Hon Pagoda Stacking Chairs;Furniture;Chairs & Chairmats;Large Box;0.55
Staples Copy Paper (20Lb. and 84 Bright);Office Supplies;Paper;Small Box;0.38
"Mead 1st Gear 2"" Zipper Binder. Asst. Colors";Office Supplies;Binders and Binder Accessories;Small Box;0.35
Avery 508;Office Supplies;Labels;Small Box;0.36
Avoid Verbal Orders Carbonless Minifold Book;Office Supplies;Paper;Wrap Bag;0.39
12 Colored Short Pencils;Office Supplies;Pens & Art Supplies;Wrap Bag;0.58
6162m;Technology;Telephones and Communication;Small Box;0.57
Holmes Replacement Filter for HEPA Air Cleaner. Large Room;Office Supplies;Appliances;Small Box;0.43
Newell 318;Office Supplies;Pens & Art Supplies;Wrap Bag;0.59
"Tenex Traditional Chairmats for Medium Pile Carpet. Standard Lip. 36"" x 48""";Furniture;Office Furnishings;Medium Box;0.64
Cardinal Holdit Business Card Pockets;Office Supplies;Binders and Binder Accessories;Small Box;0.37
Ibico Covers for Plastic or Wire Binding Elements;Office Supplies;Binders and Binder Accessories;Small Box;0.4
Gyration Ultra Cordless Optical Suite;Technology;Computer Peripherals;Small Box;0.46
AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting;Technology;Office Machines;Small Box;0.52
Memorex 'Cool' 80 Minute CD-R Spindle. 25/Pack;Technology;Computer Peripherals;Small Pack;0.46
GBC DocuBind 200 Manual Binding Machine;Office Supplies;Binders and Binder Accessories;Small Box;0.35
Rogers Profile Extra Capacity Storage Tub;Office Supplies;Storage & Organization;Small Box;0.81
Hewlett Packard LaserJet 3310 Copier;Technology;Copiers and Fax;Large Box;0.37
Staples Metal Binder Clips;Office Supplies;Rubber Bands;Wrap Bag;0.39
Document Clip Frames;Furniture;Office Furnishings;Wrap Bag;0.43
Memorex 4.7GB DVD+RW. 3/Pack;Technology;Computer Peripherals;Small Pack;0.4
Canon PC1060 Personal Laser Copier;Technology;Copiers and Fax;Large Box;0.41
"Imation 3.5"" Diskettes. IBM Format. DS/HD. 10/Box. Neon";Technology;Computer Peripherals;Small Pack;0.64
Okidata ML390 Turbo Dot Matrix Printers;Technology;Office Machines;Jumbo Drum;0.56
Fellowes Smart Surge Ten-Outlet Protector. Platinum;Office Supplies;Appliances;Small Box;0.57
Staples Plastic Wall Frames;Furniture;Office Furnishings;Small Box;0.41
Snap-A-Way Black Print Carbonless Ruled Speed Letter. Triplicate;Office Supplies;Paper;Wrap Bag;0.38
Xerox 188;Office Supplies;Paper;Small Box;0.36
Holmes Replacement Filter for HEPA Air Cleaner. Very Large Room. HEPA Filter;Office Supplies;Appliances;Jumbo Drum;0.41
Rubber Band Ball;Office Supplies;Rubber Bands;Wrap Bag;0.83
Eldon Shelf Savers Cubes and Bins;Office Supplies;Storage & Organization;Small Box;0.83
Adesso Programmable 142-Key Keyboard;Technology;Computer Peripherals;Small Box;0.74
Staples Copy Paper (20Lb. and 84 Bright);Office Supplies;Paper;Small Box;0.38
Hewlett-Packard 2600DN Business Color Inkjet Printer;Technology;Office Machines;Jumbo Box;0.39
Acme Box Cutter Scissors;Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.59
Super Bands. 12/Pack;Office Supplies;Rubber Bands;Wrap Bag;0.82
Carina Double Wide Media Storage Towers in Natural & Black;Office Supplies;Storage & Organization;Large Box;0.81
GBC Standard Plastic Binding Systems Combs;Office Supplies;Binders and Binder Accessories;Small Box;0.36
Accessory21;Technology;Telephones and Communication;Wrap Bag;0.37
Hoover Portapower Portable Vacuum;Office Supplies;Appliances;Large Box;0.6
Self-Adhesive Ring Binder Labels;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Super Decoflex Portable Personal File;Office Supplies;Storage & Organization;Small Box;0.57
Hon Valutask Swivel Chairs;Furniture;Chairs & Chairmats;Jumbo Drum;0.69
Xerox 197;Office Supplies;Paper;Small Box;0.4
Avery Poly Binder Pockets;Office Supplies;Binders and Binder Accessories;Small Box;0.37
Harmony HEPA Quiet Air Purifiers;Office Supplies;Appliances;Medium Box;0.5
Ibico Laser Imprintable Binding System Covers;Office Supplies;Binders and Binder Accessories;Small Box;0.39
Xerox 1979;Office Supplies;Paper;Small Box;0.4
Advantus Panel Wall Certificate Holder - 8.5x11;Furniture;Office Furnishings;Small Pack;0.43
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;Office Supplies;Appliances;Small Box;0.59
Accessory37;Technology;Telephones and Communication;Wrap Bag;0.81
Ibico Presentation Index for Binding Systems;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Bush Cubix Collection Bookcases. Fully Assembled;Furniture;Bookcases;Jumbo Box;0.62
Rush Hierlooms Collection Rich Wood Bookcases;Furniture;Bookcases;Jumbo Box;0.72
Xerox 1984;Office Supplies;Paper;Small Box;0.36
Accessory4;Technology;Telephones and Communication;Wrap Bag;0.85
Multimedia Mailers;Office Supplies;Envelopes;Small Box;0.39
Peel & Seel Recycled Catalog Envelopes. Brown;Office Supplies;Envelopes;Small Box;0.35
Global Leather and Oak Executive Chair. Black;Furniture;Chairs & Chairmats;Jumbo Drum;0.56
Sony MFD2HD Formatted Diskettes. 10/Pack;Technology;Computer Peripherals;Small Pack;0.71
Peel-Off China Markers;Office Supplies;Pens & Art Supplies;Wrap Bag;0.43
Fellowes 17-key keypad for PS/2 interface;Technology;Computer Peripherals;Small Box;0.75
i1000plus;Technology;Telephones and Communication;Small Box;0.57
"GE 48"" Fluorescent Tube. Cool White Energy Saver. 34 Watts. 30/Box";Furniture;Office Furnishings;Small Pack;0.35
Lexmark Z55se Color Inkjet Printer;Technology;Office Machines;Jumbo Drum;0.38
Sauder Camden County Collection Library;Furniture;Bookcases;Jumbo Box;0.65
"Linden 12"" Wall Clock With Oak Frame";Furniture;Office Furnishings;Small Box;0.55
Lexmark Z54se Color Inkjet Printer;Technology;Office Machines;Jumbo Drum;0.36
Eldon Econocleat Chair Mats for Low Pile Carpets;Furniture;Office Furnishings;Wrap Bag;0.73
Lock-Up Easel 'Spel-Binder';Office Supplies;Binders and Binder Accessories;Small Box;0.38
SC7868i;Technology;Telephones and Communication;Small Box;0.55
Spiral Phone Message Books with Labels by Adams;Office Supplies;Paper;Wrap Bag;0.36
Eaton Premium Continuous-Feed Paper. 25% Cotton. Letter Size. White. 1000 Shts/Box;Office Supplies;Paper;Small Box;0.37
Prang Dustless Chalk Sticks;Office Supplies;Pens & Art Supplies;Wrap Bag;0.35
Bush Advantage Collection Round Conference Table;Furniture;Tables;Jumbo Box;0.64
Belkin MediaBoard 104- Keyboard;Technology;Computer Peripherals;Small Box;0.75
i1000plus;Technology;Telephones and Communication;Small Box;0.57
Holmes Replacement Filter for HEPA Air Cleaner. Medium Room;Office Supplies;Appliances;Medium Box;0.42
Catalog Binders with Expanding Posts;Office Supplies;Binders and Binder Accessories;Small Box;0.4
Newell 343;Office Supplies;Pens & Art Supplies;Wrap Bag;0.58
Tenex Personal Project File with Scoop Front Design. Black;Office Supplies;Storage & Organization;Small Box;0.59
Dixon Prang Watercolor Pencils. 10-Color Set with Brush;Office Supplies;Pens & Art Supplies;Wrap Bag;0.44
"Staples #10 Laser & Inkjet Envelopes. 4 1/8"" x 9 1/2"". 100/Box";Office Supplies;Envelopes;Small Box;0.35
Canon MP41DH Printing Calculator;Technology;Office Machines;Medium Box;0.38
Newell 310;Office Supplies;Pens & Art Supplies;Wrap Bag;0.56
2300 Heavy-Duty Transfer File Systems by Perma;Office Supplies;Storage & Organization;Small Box;0.66
Xerox 1888;Office Supplies;Paper;Small Box;0.37
Boston 16801 Nautilus Battery Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.59
Crayola Anti Dust Chalk. 12/Pack;Office Supplies;Pens & Art Supplies;Wrap Bag;0.4
Acco D-Ring Binder w/DublLock;Office Supplies;Binders and Binder Accessories;Small Box;0.36
Recycled Premium Regency Composition Covers;Office Supplies;Binders and Binder Accessories;Small Box;0.36
SimpliFile Personal File. Black Granite. 15w x 6-15/16d x 11-1/4h;Office Supplies;Storage & Organization;Small Box;0.57
Adams Phone Message Book. 200 Message Capacity. 8 1/16 x 11;Office Supplies;Paper;Wrap Bag;0.39
Riverleaf Stik-Withit Designer Note Cubes;Office Supplies;Paper;Wrap Bag;0.39
Bush Westfield Collection Bookcases. Fully Assembled;Furniture;Bookcases;Jumbo Box;0.62
Newell 325;Office Supplies;Pens & Art Supplies;Wrap Bag;0.55
Super Decoflex Portable Personal File;Office Supplies;Storage & Organization;Small Box;0.57
DAX Solid Wood Frames;Furniture;Office Furnishings;Medium Box;0.48
"Imation 3.5"" DS-HD Macintosh Formatted Diskettes. 10/Pack";Technology;Computer Peripherals;Small Pack;0.68
GBC Binding covers;Office Supplies;Binders and Binder Accessories;Small Box;0.4
i1000;Technology;Telephones and Communication;Small Box;0.58
Staples Gold Paper Clips;Office Supplies;Rubber Bands;Wrap Bag;0.39
Logitech Access Keyboard;Technology;Computer Peripherals;Small Box;0.37
"Wirebound Service Call Books. 5 1/2"" x 4""";Office Supplies;Paper;Wrap Bag;0.37
T193;Technology;Telephones and Communication;Small Box;0.57
Brites Rubber Bands. 1 1/2 oz. Box;Office Supplies;Rubber Bands;Wrap Bag;0.83
"It's Hot Message Books with Stickers. 2 3/4"" x 5""";Office Supplies;Paper;Wrap Bag;0.4
Avery Legal 4-Ring Binder;Office Supplies;Binders and Binder Accessories;Small Box;0.35
GBC VeloBinder Electric Binding Machine;Office Supplies;Binders and Binder Accessories;Small Box;0.35
SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp;Technology;Telephones and Communication;Medium Box;0.56
Binney & Smith inkTank Erasable Pocket Highlighter. Chisel Tip. Yellow;Office Supplies;Pens & Art Supplies;Wrap Bag;0.41
GBC Wire Binding Strips;Office Supplies;Binders and Binder Accessories;Small Box;0.37
OIC Bulk Pack Metal Binder Clips;Office Supplies;Rubber Bands;Wrap Bag;0.39
Bretford CR8500 Series Meeting Room Furniture;Furniture;Tables;Jumbo Box;0.71
Avery Hi-Liter Comfort Grip Fluorescent Highlighter. Yellow Ink;Office Supplies;Pens & Art Supplies;Wrap Bag;0.46
Fellowes Twister Kit. Gray/Clear. 3/pkg;Office Supplies;Binders and Binder Accessories;Small Box;0.4
8260;Technology;Telephones and Communication;Small Box;0.58
Staples Colored Interoffice Envelopes;Office Supplies;Envelopes;Small Box;0.36
"Tensor ""Hersey Kiss"" Styled Floor Lamp";Furniture;Office Furnishings;Large Box;0.73
Bush Westfield Collection Bookcases. Fully Assembled;Furniture;Bookcases;Jumbo Box;0.62
Xerox 1964;Office Supplies;Paper;Small Box;0.39
Xerox 1880;Office Supplies;Paper;Small Box;0.38
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;Office Supplies;Storage & Organization;Large Box;0.85
